title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
The Elder Scrolls: Blades,/game/switch/the-elder-scrolls-blades,Switch,14-May-20,42,2.6,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, Western-Style",T
MC Groovz Dance Craze,/game/gamecube/mc-groovz-dance-craze,GameCube,22-Nov-04,42,6.8,Mad Catz,Mad Catz,"Miscellaneous, Rhythm, Dancing",E
Bloodforge,/game/xbox-360/bloodforge,Xbox 360,25-Apr-12,42,7.3,"Climax Group, Climax Studios",Microsoft Game Studios,"Action, General, General",M
ArchLord,/game/pc/archlord,PC,3-Oct-06,42,5.7,NHN Corporation,Codemasters,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T
Contra: Rogue Corps,/game/switch/contra-rogue-corps,Switch,24-Sep-19,42,4.8,Konami,Konami,"Action, Shooter, Shoot-'Em-Up, Top-Down",M
Nickelodeon Kart Racers,/game/playstation-4/nickelodeon-kart-racers,PlayStation 4,23-Oct-18,42,4.9,"Bamtang, GameMill Entertainment",GameMill Entertainment,"Racing, Arcade, Automobile",E
Coraline,/game/wii/coraline,Wii,27-Jan-09,42,6,"Papaya Studios, Papaya Studio",D3Publisher,"Adventure, General, General",E10+
Beyond the Law: The Third Wave,/game/pc/beyond-the-law-the-third-wave,PC,2-Apr-04,42,4.2,Magnum Games,Magnum Games,"Action, Shooter, Third-Person, Tactical, Modern",T
Clash of the Titans,/game/xbox-360/clash-of-the-titans,Xbox 360,27-Jul-10,42,4,Game Republic,Namco Bandai Games,"Action Adventure, Historic, General, Historic",T
Brave: A Warrior's Tale,/game/xbox-360/brave-a-warriors-tale,Xbox 360,4-Aug-09,42,5,Collision Studios,Evolved Games,"Action, Action Adventure, Platformer, General, Historic, 3D",E10+
Gleamlight,/game/switch/gleamlight,Switch,20-Aug-20,42,2,DICO,D3Publisher,"Action, Platformer, 2D",NA
Zumba Fitness: Join the Party,/game/xbox-360/zumba-fitness-join-the-party,Xbox 360,18-Nov-10,42,5.5,"Pipeworks Software, Inc.",Majesco Games,"Sports, Miscellaneous, General, Exercise / Fitness",E
Turning Point: Fall of Liberty,/game/playstation-3/turning-point-fall-of-liberty,PlayStation 3,26-Feb-08,42,5.5,Spark Unlimited,Codemasters,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
Family Party: 30 Great Games,/game/wii/family-party-30-great-games,Wii,2-Dec-08,42,2.4,Tamsoft,The Game Factory,"Miscellaneous, Party, Party, Party / Minigame",E10+
SPRay,/game/wii/spray,Wii,3-Dec-08,42,4.7,EKO Software,Tecmo,"Action Adventure, Fantasy, General, Fantasy",E10+
KURSK,/game/pc/kursk,PC,7-Nov-18,42,3.9,Jujubee,Jujubee,"Action Adventure, Survival",NA
Hello Neighbor,/game/xbox-one/hello-neighbor,Xbox One,8-Dec-17,42,4.5,tinyBuild,tinyBuild,"Action, Adventure, General, 3D, First-Person",E10+
Steel Horizon,/game/ds/steel-horizon,DS,20-Mar-07,42,5.8,"Climax Group, Climax Studios",Konami,"Strategy, Turn-Based, Wargame, Turn-Based, General",E10+
Stranger,/game/pc/stranger,PC,26-Mar-08,42,4.5,Fireglow,cdv Software,"Strategy, Real-Time, Fantasy, General, Fantasy",T
Rock Revolution,/game/playstation-3/rock-revolution,PlayStation 3,15-Oct-08,42,6.6,"Zoe Mode, HB Studios Multimedia",Konami,"Action, Miscellaneous, Rhythm, Music, Music",T
MX vs. ATV Supercross Encore,/game/playstation-4/mx-vs-atv-supercross-encore,PlayStation 4,27-Oct-15,42,4.2,Rainbow Studios,CokeM Interactive,"Racing, General, Arcade, Automobile",E
CSI: Crime Scene Investigation: Fatal Conspiracy,/game/xbox-360/csi-crime-scene-investigation-fatal-conspiracy,Xbox 360,26-Oct-10,42,4.8,Telltale Games,Ubisoft,"Adventure, General, General",M
Go! Sports Skydiving,/game/playstation-3/go!-sports-skydiving,PlayStation 3,7-Feb-08,42,4,Light Weight,SCEA,"Sports, Alternative, Individual, Other, Other",E
Prison Break: The Conspiracy,/game/playstation-3/prison-break-the-conspiracy,PlayStation 3,30-Mar-10,42,3.7,ZootFly,Deep Silver,"Adventure, General, General",T
Smashing Drive,/game/xbox/smashing-drive,Xbox,13-May-02,42,tbd,Namco,Namco,"Driving, Racing, Futuristic",T
ATV: Quad Power Racing,/game/playstation/atv-quad-power-racing,PlayStation,23-Aug-00,42,tbd,Climax Group,Acclaim,"Driving, Racing, Rally / Offroad",E
TMNT,/game/ds/tmnt,DS,20-Mar-07,42,3.6,Ubisoft Quebec,Ubisoft,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",E10+
Arcania: The Complete Tale,/game/playstation-3/arcania-the-complete-tale,PlayStation 3,30-Aug-13,42,4.6,Spellbound,Nordic Games Publishing,"PC-style RPG, Western-Style, Role-Playing, General, Action RPG",T
Xiaolin Showdown,/game/playstation-2/xiaolin-showdown,PlayStation 2,14-Nov-06,42,5.9,BottleRocket Entertainment,Konami,"Action, Beat-'Em-Up",E10+
Tennis World Tour,/game/xbox-one/tennis-world-tour,Xbox One,22-May-18,42,1.8,Bigben Interactive,Bigben Interactive,"Sports, Individual, Tennis",E
Hellboy: The Science of Evil,/game/psp/hellboy-the-science-of-evil,PSP,24-Jun-08,42,7,Krome Studios,Konami,"Action, Action Adventure, Beat-'Em-Up, Beat-'Em-Up, Linear",T
Spider-Man 2: The Game,/game/pc/spider-man-2-the-game,PC,28-Jun-04,42,3.8,Fizz Factor,Activision,"Action Adventure, Sci-Fi, Sci-Fi, General",E
Star Trek: Shattered Universe,/game/playstation-2/star-trek-shattered-universe,PlayStation 2,13-Jan-04,42,8.3,Starsphere Interactive,TDK Mediactive,"Simulation, Sci-Fi, Large Spaceship",E
Iron Man 2,/game/wii/iron-man-2,Wii,4-May-10,41,4.3,High Voltage Software,Sega,"Action, General, General",T
Winter Sports 2: The Next Challenge,/game/xbox-360/winter-sports-2-the-next-challenge,Xbox 360,18-Nov-08,41,tbd,49Games,Conspiracy Entertainment,"Sports, Alternative, Individual, Skiing, Skiing, Ski / Snowboard",E
Deca Sports 3,/game/wii/deca-sports-3,Wii,26-Oct-10,41,tbd,"Hudson, NATSUME ATARI Inc.",Hudson Entertainment,"Sports, General, General",E
Rugby 18,/game/playstation-4/rugby-18,PlayStation 4,24-Oct-17,41,4.2,Koch Media,Bigben Interactive,"Sports, Team, Rugby",E
Legacy: Dark Shadows,/game/pc/legacy-dark-shadows,PC,19-Nov-04,41,3.7,Razbor Studios,Tri Synergy,"Adventure, 3D, First-Person, Fantasy, Third-Person, Fantasy",T
Planet of the Apes,/game/pc/planet-of-the-apes,PC,19-Sep-01,41,4.6,Visiware Studios,Ubisoft,"Action, Action Adventure, General, General",T
Iron Man 2,/game/xbox-360/iron-man-2,Xbox 360,4-May-10,41,5.8,Sega Studios San Francisco,Sega,"Action, General, General",T
Wayward Manor,/game/pc/wayward-manor,PC,15-Jul-14,41,4.4,Moonshark,Moonshark,"General, General, Adventure, Point-and-Click",NA
Things on Wheels,/game/xbox-360/things-on-wheels,Xbox 360,12-May-10,41,6,Load Inc.,Focus Home Interactive,"Driving, Racing, Arcade, Arcade, Automobile",E
Cyberball 2072,/game/xbox-360/cyberball-2072,Xbox 360,5-Sep-07,41,8.1,Digital Eclipse,Midway,"Sports, General, General, Team, Futuristic",E
Transformers: Cybertron Adventures,/game/wii/transformers-cybertron-adventures,Wii,22-Jun-10,41,6.7,Next Level Games,Activision,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Arcade",T
25 to Life,/game/xbox/25-to-life,Xbox,17-Jan-06,41,7.3,"Ritual Entertainment, Avalanche Software",Eidos Interactive,"Action, Shooter, Third-Person, Modern",M
Arcania: Fall of Setarrif,/game/pc/arcania-fall-of-setarrif,PC,24-Oct-11,41,1.9,Spellbound,Nordic Games Publishing,"Role-Playing, PC-style RPG, General, Action RPG, PC-style RPG",T
Mana Khemia: Student Alliance,/game/psp/mana-khemia-student-alliance,PSP,10-Mar-09,41,6.7,Gust,NIS America,"Role-Playing, General, General, Japanese-Style",E10+
Damnation,/game/pc/damnation,PC,22-May-09,41,4.2,Blue Omega,Codemasters,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M
Wacky Races: Crash & Dash,/game/ds/wacky-races-crash-dash,DS,17-Jun-08,41,6,Farmind Ltd,Eidos Interactive,"Driving, Racing, Arcade, Kart, Other, Kart",E
One Way Trip,/game/playstation-4/one-way-trip,PlayStation 4,30-Aug-16,41,4.3,Beret Applications LLC,Beret Applications LLC,"Action, General",M
Alien Blast: The Encounter,/game/pc/alien-blast-the-encounter,PC,9-Feb-04,41,3.6,Made by Kiddies,Strategy First,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi",T
Robot Arena,/game/pc/robot-arena,PC,1-Apr-01,41,7.3,Gabriel Interactive,WizardWorks,"Strategy, Breeding/Constructing, General, Breeding/Constructing",E
Rally Challenge 2000,/game/nintendo-64/rally-challenge-2000,Nintendo 64,30-Jun-00,41,6,Europress,SouthPeak Games,"Driving, Racing, Rally / Offroad",E
Emergency Heroes,/game/wii/emergency-heroes,Wii,27-May-08,41,5.2,"Ubisoft Barcelona, Ubisoft Reflections",Ubisoft,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",E10+
7554,/game/pc/7554,PC,20-Jul-12,41,7.1,Emobi Games,Emobi Games,"Action, Shooter, Shooter, First-Person, Historic, Arcade",NA
GT Pro Series,/game/wii/gt-pro-series,Wii,14-Nov-06,41,4.2,MTO,Ubisoft,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E
Timeline,/game/pc/timeline,PC,12-Nov-00,41,5.8,Timeline Computer Entertainment,Eidos Interactive,"Action, General, General",E
MotionSports Adrenaline,/game/xbox-360/motionsports-adrenaline,Xbox 360,1-Nov-11,41,6.4,Ubisoft Vancouver,Ubisoft,"Sports, General, General",E
"Harry Potter and the Deathly Hallows, Part 1",/game/wii/harry-potter-and-the-deathly-hallows-part-1,Wii,16-Nov-10,41,5,Electronic Arts,Electronic Arts,"Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade",T
The Golden Compass,/game/xbox-360/the-golden-compass,Xbox 360,4-Dec-07,41,4.1,Shiny Entertainment,Sega,"Action Adventure, Fantasy, General, Fantasy",E10+
Gungrave VR,/game/playstation-4/gungrave-vr,PlayStation 4,11-Dec-18,41,4.2,IGGYMOB,XSEED Games,"Action, Shooter, Light Gun",T
JASF: Jane's Advanced Strike Fighters,/game/playstation-3/jasf-janes-advanced-strike-fighters,PlayStation 3,15-Nov-11,41,4,Trickstar Games,Maximum Family Games,"Action, Simulation, Flight, Flight, Combat",T
Taito Legends Power-Up,/game/psp/taito-legends-power-up,PSP,17-May-07,41,tbd,Empire Oxford,Destineer,"Miscellaneous, Compilation, Compilation",E
Rapala Tournament Fishing!,/game/wii/rapala-tournament-fishing!,Wii,22-Nov-06,41,5.3,MagicWand,Activision,"Sports, Individual, Nature, Fishing, Fishing",E
DARK,/game/pc/dark,PC,3-Jul-13,41,4.2,Kalypso,Kalypso,"Action Adventure, Modern, General, Modern, Linear",M
Seduce Me,/game/pc/seduce-me,PC,2-Jan-13,41,3.4,NA,No Reply Games,"Strategy, General, General",AO
Lets Fish! Hooked On,/game/playstation-vita/lets-fish!-hooked-on,PlayStation Vita,29-Jan-13,41,6.5,SIMS,Wired Productions,"Sports, Individual, Nature, Fishing, Fishing",E
Brigade E5: New Jagged Union,/game/pc/brigade-e5-new-jagged-union,PC,17-Oct-06,41,6.8,Apeiron,Strategy First,"Strategy, Turn-Based, Modern, General, Modern",M
Turtle Tale,/game/3ds/turtle-tale,3DS,22-May-14,41,tbd,Saturnine Games,Saturnine Games,"Action, General, Platformer, 2D",E
Street Supremacy,/game/psp/street-supremacy,PSP,28-Feb-06,41,6.5,Genki,Konami,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E
Street Power Soccer,/game/playstation-4/street-power-soccer,PlayStation 4,25-Aug-20,41,tbd,SFL Interactive,Maximum Games,"Sports, Soccer, Arcade, Team",E
Dragon's Lair,/game/xbox-360/dragons-lair,Xbox 360,18-May-12,41,6,"Digital Leisure Inc., Digital Leisure",Digital Leisure Inc.,"Action, Adventure, Interactive Movie, General, Arcade, Interactive Movie",E10+
American Idol,/game/playstation-2/american-idol,PlayStation 2,11-Nov-03,41,4.8,Hothouse Creations,Codemasters,"Miscellaneous, Rhythm, Music",E
101-in-1 Sports Party Megamix,/game/wii/101-in-1-sports-party-megamix,Wii,13-Jan-11,41,tbd,Nordcurrent,Atlus,"Sports, General, General",E10+
007 Legends,/game/playstation-3/007-legends,PlayStation 3,16-Oct-12,41,4.2,"Eurocom Entertainment Software, Eurocom",Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",T
Mall Tycoon,/game/pc/mall-tycoon,PC,3-Feb-02,41,4.8,"Holistic Design, Inc.",Take-Two Interactive,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E
Duke Nukem: Manhattan Project,/game/xbox-360/duke-nukem-manhattan-project,Xbox 360,23-Jun-10,41,7,3D Realms,Microsoft Game Studios,"Action, Shooter, Shooter, First-Person, Scrolling, Shoot-'Em-Up, Sci-Fi, Horizontal",M
Clash of the Titans,/game/playstation-3/clash-of-the-titans,PlayStation 3,27-Jul-10,41,1.7,Game Republic,Namco Bandai Games,"Action Adventure, Historic, General, Historic",T
0 Day Attack on Earth,/game/xbox-360/0-day-attack-on-earth,Xbox 360,23-Dec-09,41,4.5,Gulti,Square Enix,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",E10+
Iron Man 2,/game/playstation-3/iron-man-2,PlayStation 3,4-May-10,41,5.3,Sega Studios San Francisco,Sega,"Action, General, General",T
Dollhouse,/game/playstation-4/dollhouse,PlayStation 4,24-May-19,41,4.7,"Creazn, Soedesco",Soedesco,"Adventure, General",M
Star Trek: Shattered Universe,/game/xbox/star-trek-shattered-universe,Xbox,14-Jan-04,41,3.9,Starsphere Interactive,TDK Mediactive,"Simulation, Sci-Fi, Large Spaceship",E
Nickelodeon Kart Racers,/game/switch/nickelodeon-kart-racers,Switch,23-Oct-18,41,4.9,"Bamtang, Maximum Games",GameMill Entertainment,"Racing, Arcade, Automobile",E
Way of the Dogg,/game/xbox-360/way-of-the-dogg,Xbox 360,3-May-13,41,3.3,Echo Peak,505 Games,"General, Action, General",T
4PM,/game/pc/4pm,PC,9-Jul-14,41,4.2,Bojan Brbora,4PM GAME,"Adventure, General, 3D, First-Person",NA
WWII Aces,/game/wii/wwii-aces,Wii,21-Mar-08,41,5.4,Arcade Moon,Destineer,"Simulation, Flight, WWII, WWII, Combat",T
Delta Force: Xtreme 2,/game/pc/delta-force-xtreme-2,PC,27-May-09,40,4.9,NovaLogic,NovaLogic,"Action, General, Shooter, Shooter, First-Person, Tactical, Modern, Modern",T
Slain!,/game/pc/slain!,PC,24-Mar-16,40,5.3,Wolf Brew Games,Digerati Distribution,"Action, Platformer, 2D",NA
Alekhine's Gun,/game/pc/alekhines-gun,PC,11-Mar-16,40,4.7,Maximum Games,Maximum Games,"Historic, Action Adventure, General",NA
Tank Beat,/game/ds/tank-beat,DS,1-Jun-07,40,5.4,MileStone Inc.,O3 Entertainment,"Action, Simulation, General, General, Vehicle, Combat",E10+
The Polar Express,/game/gamecube/the-polar-express,GameCube,2-Nov-04,40,4.7,Blue Tongue Entertainment,THQ,"Action Adventure, Fantasy",E
Around the World in 80 Days,/game/game-boy-advance/around-the-world-in-80-days,Game Boy Advance,5-Jul-04,40,tbd,Saffire,Hip Games,"Action Adventure, Modern",E
Evil Dead: Hail to the King,/game/pc/evil-dead-hail-to-the-king,PC,28-Mar-01,40,5.2,Heavy Iron Studios,THQ,"Action Adventure, Horror, Horror, Survival",M
Naval Assault: The Killing Tide,/game/xbox-360/naval-assault-the-killing-tide,Xbox 360,15-Jun-10,40,4.5,Artech Studios,505 Games,"Simulation, Submarine, Submarine, Marine, Combat",T
The Chaos Engine (2013),/game/pc/the-chaos-engine-2013,PC,29-Aug-13,40,7.6,Abstraction Games,Mastertronic,"Action, Shooter, Shooter, Third-Person, Shoot-'Em-Up, Sci-Fi, Sci-Fi, Top-Down",NA
Space Raiders,/game/gamecube/space-raiders,GameCube,19-Apr-04,40,7.8,Taito Corporation,Mastiff,"Action, Shooter, Third-Person, Sci-Fi",T
Dr. Seuss' The Cat in the Hat,/game/game-boy-advance/dr-seuss-the-cat-in-the-hat,Game Boy Advance,5-Nov-03,40,tbd,Digital Eclipse,VU Games,"Action, General",E
Ducati World Racing Challenge,/game/dreamcast/ducati-world-racing-challenge,Dreamcast,13-Feb-01,40,6.8,Attention To Detail,Acclaim,"Driving, Racing, GT / Street",E
Ace Banana,/game/playstation-4/ace-banana,PlayStation 4,13-Oct-16,40,4.3,TVR,Oasis Games,"Action, General",E10+
DRIV3R,/game/pc/driv3r,PC,15-Mar-05,40,3.3,Reflections Interactive,Atari,"Driving, Action Adventure, Racing, Mission-based, Arcade, Mission-based, Open-World, Automobile",M
Screwjumper!,/game/xbox-360/screwjumper!,Xbox 360,14-Nov-07,40,3.4,Frozen Codebase,THQ,"Action, General, General",E10+
Made Man: Confessions of the Family Blood,/game/pc/made-man-confessions-of-the-family-blood,PC,23-Apr-07,40,5.8,Silverback Studios,Aspyr,"Action Adventure, Modern, General, Modern",M
Chronus Arc,/game/3ds/chronus-arc,3DS,1-Oct-15,40,6.1,Kemco,Kemco,"Role-Playing, Japanese-Style",E10+
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,/game/wii-u/adventure-time-explore-the-dungeon-because-i-dont-know!,Wii U,19-Nov-13,40,5.2,WayForward,D3Publisher,"Action Adventure, Fantasy, General, Fantasy",E10+
Emergency Mayhem,/game/wii/emergency-mayhem,Wii,15-Apr-08,40,4.3,Supersonic Software,Codemasters,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",T
Protothea,/game/wii/protothea,Wii,2-Jun-08,40,tbd,"Digital Builders, Sabarasa Entertainment",Ubisoft,"Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Vertical",E
Psychotoxic,/game/pc/psychotoxic,PC,25-Feb-05,40,4.8,NuClearVision,Whiptail Interactive,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M
ShellShock 2: Blood Trails,/game/pc/shellshock-2-blood-trails,PC,13-Feb-09,40,5.3,Rebellion,Eidos Interactive,"Action, Shooter, Shooter, First-Person, Third-Person, Historic, Historic, Historic, Arcade",M
Underground Pool,/game/ds/underground-pool,DS,26-Jan-07,40,tbd,FrontLine Studios,UFO Interactive,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",E
Freedom: First Resistance,/game/pc/freedom-first-resistance,PC,14-Dec-00,40,tbd,Red Storm Entertainment,Red Storm Entertainment,"Action Adventure, Sci-Fi, General",T
Eureka Seven Vol. 2: The New Vision,/game/playstation-2/eureka-seven-vol-2-the-new-vision,PlayStation 2,23-Apr-07,40,7.2,Namco Bandai Games America,Namco Bandai Games America,"Action, Shooter, Third-Person, Sci-Fi",T
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,/game/playstation-3/adventure-time-explore-the-dungeon-because-i-dont-know!,PlayStation 3,19-Nov-13,40,4,WayForward,D3Publisher,"Action Adventure, Fantasy, General, Fantasy",E10+
Xiaolin Showdown,/game/xbox/xiaolin-showdown,Xbox,15-Nov-06,40,tbd,BottleRocket Entertainment,Konami,"Action, Beat-'Em-Up",E10+
Painkiller: Hell & Damnation,/game/playstation-3/painkiller-hell-damnation,PlayStation 3,26-Nov-13,40,6.9,The Farm 51,Nordic Games Publishing,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M
Farming Simulator,/game/playstation-3/farming-simulator,PlayStation 3,19-Nov-13,40,2.9,Giants Software,Focus Home Interactive,"Simulation, General, General, Virtual, Career",E
Escape Dead Island,/game/playstation-3/escape-dead-island,PlayStation 3,18-Nov-14,40,3.1,Fatshark AB,Deep Silver,"Action Adventure, Adventure, 3D, Survival, Third-Person, Modern",M
Inner Chains,/game/pc/inner-chains,PC,18-May-17,40,4.9,Telepaths Tree,IMGN.PRO,"Action, Shooter, First-Person, Arcade",NA
The Warriors: Street Brawl,/game/xbox-360/the-warriors-street-brawl,Xbox 360,23-Sep-09,40,6.4,CXTM,Paramount Digital Entertainment,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",T
Brain Boost: Gamma Wave,/game/ds/brain-boost-gamma-wave,DS,17-Nov-06,40,tbd,Interchannel,Majesco Games,"Miscellaneous, Edutainment, Edutainment",E
MTV Sports: Skateboarding featuring Andy Macdonald,/game/playstation/mtv-sports-skateboarding-featuring-andy-macdonald,PlayStation,12-Sep-00,40,tbd,Darkblack,THQ,"Sports, Alternative, Skateboarding",E
Zatch Bell! Mamodo Fury,/game/playstation-2/zatch-bell!-mamodo-fury,PlayStation 2,19-Sep-06,40,7.6,Mechanic Arms,Namco Bandai Games America,"Action, Fighting, 3D",T
Blood Drive,/game/xbox-360/blood-drive,Xbox 360,2-Nov-10,40,5.8,Sidhe Interactive,Activision,"Simulation, Driving, Racing, General, General, Vehicle, Combat",M
Prison Break: The Conspiracy,/game/xbox-360/prison-break-the-conspiracy,Xbox 360,1-Apr-10,40,4.8,ZootFly,Deep Silver,"Adventure, General, General",T
Freestyle Street Soccer,/game/xbox/freestyle-street-soccer,Xbox,25-Mar-04,40,tbd,Silicon Dreams,Acclaim,"Sports, Traditional, Soccer, Arcade",T
Dragon Ball Z: Taiketsu,/game/game-boy-advance/dragon-ball-z-taiketsu,Game Boy Advance,24-Nov-03,40,6,Webfoot Technologies,Atari,"Action, Fighting, 2D",T
Tamarin,/game/playstation-4/tamarin,PlayStation 4,10-Sep-20,40,6.5,Chameleon Games,Chameleon Games,"Action, Platformer, 3D",E10+
Family Guy: Back to the Multiverse,/game/playstation-3/family-guy-back-to-the-multiverse,PlayStation 3,20-Nov-12,40,6.4,Heavy Iron Studios,Activision,"Action, General, Action Adventure, Fantasy, General, Fantasy",M
The Golden Compass,/game/playstation-3/the-golden-compass,PlayStation 3,4-Dec-07,40,4.8,Shiny Entertainment,Sega,"Action Adventure, Fantasy, General, Fantasy",E10+
Scourge: Outbreak,/game/xbox-360/scourge-outbreak,Xbox 360,3-Jul-13,40,6.7,Tragnarion Studios,UFO Interactive,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M
MotionSports,/game/xbox-360/motionsports,Xbox 360,4-Nov-10,40,4,Ubisoft Milan,Ubisoft,"Sports, General, General",T
Looney Tunes: Acme Arsenal,/game/xbox-360/looney-tunes-acme-arsenal,Xbox 360,9-Oct-07,40,7.1,Red Tribe,Warner Bros. Interactive Entertainment,"Action, Action Adventure, Fantasy, Platformer, Fantasy, 3D",E10+
Real Steel,/game/xbox-360/real-steel,Xbox 360,12-Oct-11,40,6.5,Yuke's,Yuke's,"Action, Fighting, Fighting, 3D, 3D",E10+
Soldier Elite,/game/pc/soldier-elite,PC,29-May-06,40,3.6,Metropolis Software,DreamCatcher Interactive,"Action Adventure, Sci-Fi, General",M
Deep Black: Reloaded,/game/pc/deep-black-reloaded,PC,18-Apr-12,39,3.8,Biart,Strategy First,"Action, Shooter, Shooter, Third-Person, Modern, Arcade",NA
Battle: Los Angeles,/game/xbox-360/battle-los-angeles,Xbox 360,11-Mar-11,39,4.6,Saber Interactive,Konami,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T
Montague's Mount,/game/pc/montagues-mount,PC,9-Oct-13,39,5,Polypusher Studios,Mastertronic,"Action Adventure, Horror, Horror",NA
Charlie and the Chocolate Factory,/game/gamecube/charlie-and-the-chocolate-factory,GameCube,11-Jul-05,39,3.2,"High Voltage Software, Backbone Entertainment",Global Star Software,"Action Adventure, Modern",E
SuperPower,/game/pc/superpower,PC,28-Mar-02,39,3.9,GolemLabs,DreamCatcher Interactive,"Strategy, Turn-Based, Wargame, Turn-Based, General",E
The Cursed Crusade,/game/xbox-360/the-cursed-crusade,Xbox 360,25-Oct-11,39,4.5,Kylotonn,Atlus,"Action Adventure, Fantasy, General, Fantasy",M
Ultimate Beach Soccer,/game/xbox/ultimate-beach-soccer,Xbox,10-Nov-03,39,6.8,Pam Development,DreamCatcher Interactive,"Sports, Traditional, Soccer, Arcade",E
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,/game/playstation-2/torino-2006---the-official-video-game-of-the-xx-olympic-winter-games,PlayStation 2,24-Jan-06,39,7.3,49Games,2K Sports,"Sports, Olympic Sports",E
Fantastic Four: Rise of the Silver Surfer,/game/wii/fantastic-four-rise-of-the-silver-surfer,Wii,15-Jun-07,39,5.9,7 Studios,2K Games,"Action, General, General",T
Drive Girls,/game/playstation-vita/drive-girls,PlayStation Vita,8-Sep-17,39,5.5,Tamsoft,Rising Star Games,"Action, General",T
Air Raid: This Is Not a Drill!,/game/pc/air-raid-this-is-not-a-drill!,PC,18-Jun-03,39,6.6,Made by Kiddies,Big City Games,"Action, Shooter, Shooter, First-Person, Historic, Historic",T
Army Men: Green Rogue,/game/playstation-2/army-men-green-rogue,PlayStation 2,25-Mar-01,39,3.8,3DO,3DO,"Action, Shooter, Third-Person, Fantasy",T
Turning Point: Fall of Liberty,/game/pc/turning-point-fall-of-liberty,PC,26-Feb-08,39,4.4,Spark Unlimited,Codemasters,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
25 to Life,/game/pc/25-to-life,PC,17-Jan-06,39,5.1,"Ritual Entertainment, Avalanche Software",Eidos Interactive,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M
Pocket Racers,/game/psp/pocket-racers,PSP,14-Nov-06,39,tbd,"Konami, Blade Interactive",Konami,"Driving, Racing, Arcade, Arcade, Automobile",E
Doctor Who: The Eternity Clock,/game/playstation-3/doctor-who-the-eternity-clock,PlayStation 3,22-May-12,39,6.4,Supermassive Games,BBC Worldwide,"Action Adventure, Sci-Fi, Sci-Fi, General",E10+
Wacky Races: Crash & Dash,/game/wii/wacky-races-crash-dash,Wii,17-Jun-08,39,6.2,Eidos Sweden,Eidos Interactive,"Driving, Racing, Arcade, Kart, Other, Kart",E
Troll and I,/game/playstation-4/troll-and-i,PlayStation 4,21-Mar-17,39,4.7,Maximum Games,Maximum Games,"Action Adventure, General",T
Senran Kagura Reflexions,/game/switch/senran-kagura-reflexions,Switch,13-Sep-18,39,7.5,Honey Parade Games,XSEED Games,"Action, Adventure, General",M
RollerCoaster Tycoon 3D,/game/3ds/rollercoaster-tycoon-3d,3DS,16-Oct-12,39,2.6,n-Space,Atari,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E
Brain Boost: Beta Wave,/game/ds/brain-boost-beta-wave,DS,17-Nov-06,39,2.5,Interchannel,Majesco Games,"Miscellaneous, Edutainment, Edutainment",E
The Polar Express,/game/playstation-2/the-polar-express,PlayStation 2,2-Nov-04,39,5.5,Blue Tongue,THQ,"Action Adventure, Fantasy",E
Family Guy: Back to the Multiverse,/game/xbox-360/family-guy-back-to-the-multiverse,Xbox 360,20-Nov-12,39,5,Heavy Iron Studios,Activision,"Action, General, Action Adventure, Fantasy, General, Fantasy",M
Charlie and the Chocolate Factory,/game/xbox/charlie-and-the-chocolate-factory,Xbox,11-Jul-05,39,2,"High Voltage Software, Backbone Entertainment",Global Star Software,"Action Adventure, Modern",E
25 to Life,/game/playstation-2/25-to-life,PlayStation 2,17-Jan-06,39,5,"Ritual Entertainment, Avalanche Software",Eidos Interactive,"Action, Shooter, Third-Person, Modern",M
